Index,Type,Synonyms,Antonyms
359,VERB," ['appoint', 'agree', 'suffice', 'grant', 'garner', 'control', 'grade', 'accommodate', 'solve', 'repair', 'pay', 'mention', 'guide', 'charter', 'quarter', 'secure', 'set', 'organize', 'commit', 'situate', 'submit', 'turn', 'become', 'arrest', 'mold', 'pass', 'confine', 'arrange', 'pose', 'absorb', 'keep', 'moderate', 'sustain', 'admit', 'gather', 'learn', 'reserve', 'give', 'develop', 'discover', 'part', 'disclose', 'read', 'occupy', 'reach', 'excite', 'bewilder', 'score', 'start', 'build', 'exploit', 'create', 'cite', 'show', 'stimulate', 'apply', 'serve', 'induce', 'clear', 'fill', 'energize', 'trace', 'strain', 'dispatch', 'manipulate', 'benefit', 'feed', 'take', 'be', 'lease', 'oblige', 'experience', 'contribute', 'aim', 'exonerate', 'possess', 'convey', 'fabricate', 'reap', 'dress', 'stir', 'obtain', 'farm', 'rush', 'drag', 'shape', 'fake', 'choose', 'attain', 'require', 'hit', 'hire', 'execute', 'key', 'hand', 'produce', 'manufacture', 'cause', 'thrust', 'determine', 'brace', 'make', 'work', 'play', 'declare', 'instal', 'raise', 'assume', 'consume', 'get', 'have', 'do', 'constitute', 'construct', 'capture', 'arouse', 'beget', 'need', 'necessitate', 'process', 'dedicate', 'touch', 'earn', 'net', 'wreak', 'strive', 'discharge', 'launch', 'shed', 'answer', 'bind', 'fetch', 'feature', 'accomplish', 'founder', 'begin', 'find', 'distinguish', 'propose', 'derive', 'lead', 'mother', 'fox', 'base', 'let', 'maintain', 'realize', 'spring', 'mark', 'ready', 'exercise', 'ground', 'beat', 'run', 'stick', 'nominate', 'function', 'generate', 'deliver', 'string', 'form', 'specify', 'restore', 'prevail', 'stumble', 'cast', 'illuminate', 'see', 'depict', 'suffer', 'support', 'go', 'father', 'doctor', 'shoot', 'retain', 'prepare', 'identify', 'present', 'bear', 'advance', 'shake', 'represent', 'grow', 'line', 'win', 'defend', 'carry', 'arrive', 'acquire', 'influence', 'define', 'demonstrate', 'operate', 'subscribe', 'progress', 'establish', 'found', 'devote', 'contact', 'bushel', 'understand', 'plant', 'refer', 'yield', 'involve', 'birth', 'switch', 'profit', 'render', 'crop', 'drive', 'lick', 'sour', 'obligate', 'behave', 'entertain', 'tie', 'perform', 'gain', 'force', 'fix', 'manage', 'seduce', 'demand', 'deal', 'devise', 'project', 'conduct', 'describe', 'gift', 'institute', 'incur', 'call', 'contain', 'fare', 'authorize', 'study', 'forge', 'strike', 'practice', 'engage', 'deem', 'nurse', 'exact', 'educate', 'name', 'prove', 'deposit', 'consider', 'list', 'draw', 'develop', 'achieve', 'attract', 'own', 'bring', 'top', 'withstand', 'acquit', 'adopt', 'pack', 'provoke', 'direct', 'claim', 'crap', 'hasten', 'open', 'cook', 'recognize', 'rent', 'catch', 'discover', 'act', 'train', 'flip', 'impart', 'select', 'afford', 'guard']"," ['bankrupt', 'collapse', 'split', 'reveal', 'break', 'pause', 'violate', 'better', 'relegate', 'breach', 'offend', 'dampen', 'bust', 'stop', 'soften', 'separate', 'check', 'expose', 'damp', 'crack', 'smash', 'interrupt', 'fail', 'fracture', 'weaken', 'wear', 'die', 'bump', 'burst', 'discontinue', 'ruin', 'hurl', 'curb', 'throw', 'drop', 'gravel', 'contract', 'remove', 'sacrifice', 'confuse', 'leave', 'puzzle', 'tally', 'puff', 'restrain', 'book', 'harbor', 'murder', 'accept', 'halt', 'limit', 'withdraw', 'sterilize', 'come', 'sack', 'off', 'receive', 'film', 'return', 'pull', 'ask', 'hold', 'befuddle']"
360,VERB," ['mobilize', 'unfold', 'blossom', 'dust', 'disseminate', 'administer', 'open', 'extend', 'sprinkle', 'distribute', 'air', 'send', 'broadcast', 'lot', 'transmit', 'deal', 'dispense', 'circulate', 'scatter', 'dissipate', 'stretch', 'dispel', 'afford', 'circle', 'give', 'spread']"," ['collect', 'accumulate', 'garner', 'assemble', 'gain', 'gather', 'conglomerate', 'amass', 'close', 'fold', 'tuck', 'meet']"
361,VERB," ['speculate', 'envisage', 'weigh', 'see', 'consider', 'take', 'debate', 'entail', 'count', 'intend', 'think', 'suppose', 'look', 'figure', 'regain', 'hazard', 'designate', 'depend', 'conceive', 'return', 'deal', 'bet', 'specify', 'imply', 'deliberate', 'retrieve', 'calculate', 'believe', 'imagine', 'recall', 'compute', 'forecast', 'commend', 'recover', 'venture', 'guess', 'remember', 'regard', 'study', 'conjecture', 'reckon', 'signify', 'find', 'trust', 'gauge', 'mean', 'judge', 'view', 'echo', 'say', 'estimate']"," ['forget', 'bury', 'leave', 'block', 'withdraw']"
362,VERB," ['obtain', 'pledge', 'stake', 'game', 'run', 'back', 'permit', 'confirm', 'deliver', 'underpin', 'assert', 'admit', 'prevail', 'endure', 'conduct', 'second', 'sign', 'sustain', 'moderate', 'give', 'nurture', 'apply', 'throw', 'meet', 'lose', 'support', 'suffer', 'go', 'survive', 'make', 'sponsor', 'expect', 'certify', 'declare', 'digest', 'shop', 'deem', 'nurse', 'assume', 'tolerate', 'get', 'bear', 'have', 'represent', 'weather', 'control', 'take', 'patronage', 'carry', 'stomach', 'ache', 'allow', 'last', 'withstand', 'swear', 'acquit', 'subscribe', 'frequent', 'stand', 'champion', 'patronize', 'oblige', 'check', 'endorse', 'persist', 'concentrate', 'harbor', 'yield', 'reassert', 'birth', 'resist', 'live', 'wear', 'prolong', 'affirm', 'fight', 'obligate', 'behave', 'entertain', 'guard', 'confine', 'maintain', 'accommodate', 'pay', 'fend', 'accept', 'keep', 'contain', 'agree', 'reserve', 'book']"," ['contradict', 'negate', 'curb', 'retain', 'hold', 'oppose', 'halt', 'defend', 'hurt', 'restrain', 'arrest', 'bind']"
363,VERB," ['unfold', 'offer', 'complicate', 'go', 'nail', 'widen', 'run', 'smash', 'wave', 'extend', 'billow', 'carry', 'flourish', 'elaborate', 'inflate', 'prosper', 'pass', 'prolong', 'strain', 'cover', 'expand', 'continue', 'refine', 'thrive', 'balloon', 'thunder', 'broaden', 'blast', 'lead', 'stretch', 'boom']"," ['shorten', 'cut', 'shrink', 'get', 'compact', 'sign', 'press', 'abridge', 'narrow', 'contract', 'undertake', 'compress', 'take', 'concentrate', 'reduce', 'squeeze']"
364,VERB," ['dip', 'realize', 'solve', 'elapse', 'guide', 'steer', 'melt', 'run', 'extend', 'happen', 'tend', 'reject', 'function', 'quarter', 'generate', 'rifle', 'start', 'string', 'deliver', 'transmit', 'return', 'fret', 'prevail', 'endure', 'escape', 'cast', 'apply', 'throw', 'lean', 'hunt', 'fleet', 'offer', 'result', 'clear', 'chance', 'sound', 'slump', 'survive', 'ladder', 'campaign', 'trace', 'range', 'strain', 'race', 'precipitate', 'continue', 'commit', 'broaden', 'present', 'feed', 'outperform', 'widen', 'communicate', 'line', 'take', 'puff', 'carry', 'expand', 'operate', 'drop', 'become', 'foul', 'overhaul', 'bleed', 'empower', 'recall', 'establish', 'crown', 'devote', 'contribute', 'contact', 'point', 'ply', 'move', 'lapse', 'materialize', 'exonerate', 'pass', 'yield', 'travel', 'illuminate', 'render', 'shine', 'unravel', 'convey', 'pinch', 'precede', 'reap', 'settle', 'unfold', 'hang', 'light', 'tie', 'drag', 'collapse', 'proceed', 'attain', 'gain', 'maneuver', 'force', 'outdo', 'hit', 'absorb', 'execute', 'conduct', 'moderate', 'hand', 'give', 'gift', 'describe', 'head', 'come', 'eliminate', 'depart', 'languish', 'authorize', 'make', 'work', 'play', 'strike', 'retort', 'exceed', 'stifle', 'surpass', 'strangle', 'modernize', 'get', 'fit', 'bump', 'have', 'course', 'achieve', 'repay', 'bury', 'attract', 'dedicate', 'top', 'reach', 'touch', 'outstrip', 'earn', 'net', 'last', 'strive', 'sack', 'belong', 'direct', 'occur', 'flow', 'chair', 'open', 'accomplish', 'incline', 'persist', 'depict', 'founder', 'pull', 'rejoin', 'cover', 'find', 'refund', 'live', 'accrue', 'lead', 'grant', 'impart', 'stretch', 'prolong', 'blend', 'afford', 'choke', 'wither']"," ['fail', 'break', 'bomb', 'die', 'go', 'neglect', , 'leave', 'decrease', 'descend', 'go', 'withdraw', 'acquit', 'discharge', 'exit', 'draw', 'sink', 'lessen', 'hold', 'sacrifice', 'spend', 'pay', 'die', 'fall', 'diminish', 'fade', 'expire', 'decimate', 'eradicate']"
365,VERB," ['hold', 'allow', 'accommodate', 'include', 'admit', 'acknowledge', 'take', 'accept']"," ['bar', 'omit', 'shut', 'except', 'exclude']"
366,VERB," ['situate', 'dip', 'hang', 'solve', 'bury', 'shape', 'lessen', 'influence', 'limit', 'watch', 'fix', 'define', 'return', 'specify', 'purpose', 'answer', 'locate', 'site', 'flow', 'mold', 'learn', 'come', 'determine', 'check', 'resolve', 'slump', 'regulate', 'decide', 'lapse', 'place', 'strike', 'pass', 'finalize', 'fall', 'precipitate', 'find', 'sink', 'shine', 'derive', 'root', 'settle', 'rout', 'drop', 'decrease', 'descend', 'diminish', 'set', 'dissolve', 'conclude']"," ['drift', 'float', 'swim', 'blow', 'accrue', 'light', 'see']"
367,VERB," ['clear', 'ignore', 'fuel', 'dismiss', 'end', 'terminate', 'dissolve', 'stop', 'arouse', 'can', 'fire', 'move', 'burn', 'cease', 'discount', 'net', 'disregard', 'sack', 'discharge', 'displace', 'drop', 'raise', 'provoke', 'finish']"," ['take', 'rent', 'charter', 'hire', 'engage', 'lease', 'employ']"
368,VERB," ['prompt', 'guide', 'melt', 'dismiss', 'run', 'extend', 'inspire', 'proceed', 'tend', 'fire', 'attain', 'function', 'affect', 'rifle', 'start', 'hit', 'displace', 'trip', 'prevail', 'endure', 'execute', 'escape', 'coin', 'keep', 'lean', 'hunt', 'go', 'remind', 'scratch', 'print', 'sound', 'survive', 'can', 'ladder', 'campaign', 'depart', 'regard', 'strike', 'range', 'race', 'work', 'play', 'impact', 'continue', 'assume', 'get', 'motivate', 'impel', 'fit', 'course', 'represent', 'feed', 'draw', 'do', 'take', 'carry', 'touch', 'expire', 'last', 'operate', 'impress', 'sack', 'excise', 'belong', 'become', 'flow', 'fail', 'incline', 'persist', 'move', 'ply', 'travel', 'pass', 'involve', 'discover', 'act', 'shine', 'instigate', 'unravel', 'mint', 'live', 'propel', 'lead', 'blend', 'choke', 'behave', 'bleed', 'fall', 'exit', 'terminate', 'break']"," ['reside', 'detain', 'delay', 'breathe', 'remain', 'stay', 'stick', 'rest', 'perch', 'lie', 'appease', 'die']"
369,VERB," ['have', 'feed', 'pay', 'carry', 'collapse', 'stomach', 'dedicate', 'reach', 'generate', 'succumb', 'deliver', 'return', 'acquit', 'endure', 'conduct', 'hand', 'give', 'accept', 'apply', 'throw', 'tolerate', 'gift', 'leave', 'stand', 'support', 'establish', 'suffer', 'behave', 'devote', 'contain', 'contribute', 'open', 'founder', 'right', 'make', 'soften', 'hold', 'yield', 'sacrifice', 'pass', 'correct', 'cover', 'birth', 'cede', 'expect', 'present', 'render', 'concede', 'digest', 'repair', 'commit', 'assume', 'grant', 'compensate', 'impart', 'break', 'wear', 'redress', 'afford', 'bear']", ['default']
370,VERB," ['leave', 'result', 'head', 'go', 'guide', 'chair', 'run', 'contribute', 'take', 'extend', 'premise', 'top', 'predate', 'pass', 'enter', 'introduce', 'enclose', 'innovate', 'lead', 'conduct', 'moderate', 'present', 'insert', 'precede', 'direct']"," ['pursue', 'comply', 'accompany', 'watch', 'survey', 'succeed', 'be', 'adopt', 'follow', 'come', 'win', 'observe', 'trace']"
371,VERB," ['tug', 'obtain', 'charter', 'guide', 'storm', 'squeeze', 'beat', 'stick', 'crowd', 'choose', 'require', 'bewilder', 'force', 'generate', 'target', 'start', 'toil', 'fix', 'mother', 'need', 'demand', 'deal', 'hire', 'admit', 'conduct', 'purpose', 'stimulate', 'sustain', 'pressure', 'produce', 'accept', 'cause', 'bait', 'receive', 'induce', 'suffer', 'go', 'thrust', 'come', 'learn', 'incur', 'contain', 'father', 'fill', 'gravel', 'shoot', 'campaign', 'contract', 'remove', 'study', 'fight', 'make', 'ask', 'strike', 'engage', 'hold', 'read', 'labor', 'assume', 'exact', 'consume', 'get', 'impel', 'rally', 'have', 'grow', 'purport', 'promote', 'consider', 'dig', 'develop', 'sit', 'take', 'tote', 'capture', 'carry', 'beget', 'arrive', 'acquire', 'necessitate', 'bring', 'occupy', 'submit', 'push', 'adopt', 'become', 'subscribe', 'calculate', 'pack', 'crusade', 'direct', 'withdraw', 'arrest', 'claim', 'fetch', 'lease', 'experience', 'point', 'aim', 'rent', 'advertise', 'place', 'aspire', 'involve', 'film', 'ride', 'pose', 'catch', 'begin', 'mount', 'find', 'let', 'train', 'propose', 'drive', 'convey', 'press', 'lead', 'puzzle', 'select', 'motor', 'grind']"," ['pull', 'appeal', 'attract', 'draw']"
372,VERB," ['protest', 'disdain', 'stand', 'balk', 'scorn', 'dissent', 'eliminate', 'disapprove', 'slump', 'reject', 'wane', 'deny', 'refuse', 'correct', 'worsen', 'withstand', 'resist', 'fend', 'spurn', 'decline']"," ['let', 'accommodate', 'accept', 'take', 'acknowledge', 'earmark', 'allow', 'reserve', 'bear', 'admit', 'have', 'leave', 'assume', 'permit', 'provide', 'consent', 'grant', 'tolerate', 'countenance', 'include', 'hold', 'swallow', 'appropriate']"
373,VERB," ['run', 'issue', 'total', 'add', 'cater', 'translate', 'provide', 'bring', 'submit', 'supply', 'generate', 'deliver', 'allow', 'show', 'publish', 'give', 'release', 'leave', 'offer', 'try', 'contribute', 'sum', 'depict', 'picture', 'ply', 'furnish', 'interpret', 'emerge', 'yield', 'cut', 'tally', 'render', 'lend', 'impart']"," ['think', 'return', 'retrieve', 'remember', 'withdraw', 'echo', 'recall']"
374,VERB," ['maintain', 'have', 'realize', 'mark', 'jazz', 'mention', 'bang', 'see', 'scar', 'follow', 'be', 'respect', 'score', 'watch', 'pit', 'last', 'love', 'admit', 'tag', 'slam', 'endure', 'cite', 'enjoy', 'grade', 'keep', 'screw', 'receive', 'greet', 'note', 'go', 'receipt', 'bed', 'experience', 'set', 'tick', 'retire', 'feel', 'denounce', 'check', 'survive', 'know', 'cheat', 'inhabit', 'recognize', 'celebrate', 'spot', 'exist', 'refer', 'brand', 'discover', 'detect', 'remark', 'comment', 'find', 'distinguish', 'observe', 'label', 'live', 'notice', 'acknowledge', 'honor', 'get', 'name']"," ['disregard', 'cut', 'discount', 'dismiss', 'ignore', 'neglect']"
375,VERB," ['discourage', 'deter', 'warn']"," ['boost', 'further', 'encourage', 'advance', 'promote']"
376,VERB," ['freeze', 'halt', 'parry', 'impede', 'stop', 'stymie', 'jam', 'stuff', 'suspend', 'deflect', 'block', 'hinder', 'obstruct', 'bar']"," ['boil', 'roil', 'churn', 'seethe']"
377,VERB," ['increase', 'accrue']"," ['lessen', 'settle', 'descend', 'precipitate', 'fall', 'diminish', 'decrease', 'pass', 'strike']"
378,VERB," [ 'better', 'improve', 'remedy', 'repair', 'amend']","['exacerbate', 'worsen', 'aggravate', 'decline','break']"
379,VERB," ['release', 'rid', 'exempt', 'guarantee', 'pardon', 'liberate', 'apologize', 'resign', 'relieve', 'excuse', 'free', 'relinquish', 'justify', 'vindicate', 'discharge', 'warrant', 'loose']"," ['pick', 'blame', 'fault', 'charge']"
380,VERB," ['clip', 'squeeze', 'tame', 'tailor', 'take', 'issue', 'burn', 'shrink', 'skip', 'tighten', 'lop', 'undertake', 'thin', 'compact', 'curb', 'suppress', 'load', 'compress', 'constrain', 'curve', 'dilute', 'subdue', 'shorten', 'stiffen', 'shrivel', 'pare', 'ignore', 'chasten', 'abridge', 'contract', 'rivet', 'narrow', 'edit', 'cut', 'inhibit', 'stifle', 'crop', 'disregard', 'trim', 'digest', 'reduce', 'strangle', 'slim', 'press', 'subordinate', 'get', 'repress', 'wither']","['flourish', 'reach', 'win', 'profit', 'thrive', 'earn', 'advance', 'inflate', 'extend', 'elaborate', 'attain', 'gather', 'boom', 'realize', 'gain', 'expand', 'acquire', 'dress']"
381,VERB," ['attend', 'search', 'see', 'face', 'front', 'count', 'look', 'reckon', 'appear', 'depend', 'wait','seem']"," ['vanish', 'disappear', 'evaporate', 'melt']"
382,VERB," ['elevate', 'stir', 'excite', 'revive', 'heighten', 'rise', 'intensify', 'fire', 'gain', 'create', 'sustain', 'stimulate', 'boost', 'produce', 'nurture', 'foster', 'compound', 'conjure', 'resurrect', 'fuel', 'evidence', 'wake', 'brace', 'energize', 'encourage', 'raise', 'advance', 'shake', 'grow', 'promote', 'further', 'develop', 'arouse', 'lift', 'acquire', 'arise', 'impose', 'erect', 'push', 'provoke', 'progress', 'levy', 'parent', 'upgrade', 'establish', 'originate', 'enhance', 'mature', 'budge', 'abstract', 'wind', 'deepen', 'press']"," ['dismantle', 'depress', 'lower', 'level', 'even', 'charge']"
383,VERB," ['loan', 'lend', 'convey', 'impart']","['borrow', 'adopt', 'fetch', 'take']"
384,VERB," ['buy', 'purchase']"," ['trade', 'deal', 'sell']"
385,VERB," ['maintain', 'prevail', 'stimulate', 'receive', 'induce', 'recoup', 'set', 'grow', 'take', 'acquire', 'regain', 'recall', 'recover', 'settle', 'obtain', 'reclaim', 'attain', 'sustain', 'keep', 'meet', 'contract', 'hold', 'harness', 'get', 'have', 'draw', 'capture', 'retrieve', 'fetch', 'discover', 'detect', 'find']"," ['lose', 'recede', 'suffer', 'miss']"
386,VERB," ['absorb', 'admit', 'gather', 'accept', 'meet', 'receive', 'fill', 'replete', 'invade', 'reside', 'fit', 'take', 'acquire', 'bring', 'occupy', 'assemble', 'adopt', 'pack', 'direct', 'claim', 'lease', 'rent']","['evacuate', 'vacate', 'void', 'abandon', 'remove', 'empty']"
387,VERB," ['bump', 'knock', 'criticize', 'tip', 'relegate', 'break', 'bug']", ['praise']
388,VERB," ['squander', 'blow', 'deplete', 'devastate', 'down', 'waste', 'mishandle', 'desolate', 'fade', 'bumble', 'desert', 'consume', 'exhaust', 'void']"," ['preserve', 'husband', 'conserve', 'maintain', 'economize']"
389,VERB," ['bet', 'show', 'face', 'await', 'front', 'confront', 'reckon', 'appear']"," ['back', 'avoid']"
390,VERB," ['approve', 'sanction', 'okay']"," ['reject', 'disapprove']"
391,VERB," ['bump', 'dull', 'dampen', 'smash', 'wash', 'breach', 'collapse', 'sabotage', 'pause', 'separate', 'weaken', 'fracture', 'discontinue', 'bust', 'die', 'mute', 'crack', 'violate', 'fail', 'undermine', 'split', 'stop', 'burst', 'offend', 'countervail', 'soften', 'damp', 'ruin', 'counteract', 'antagonize', 'expose', 'stifle', 'wear', 'relegate', 'break', 'interrupt']","['strengthen', 'better', 'tone']"
392,VERB," ['recall', 'lose', 'draw', 'bed', 'retire', 'retreat', 'sequester', 'take', 'swallow', 'recede', 'remove', 'withdraw']"," ['boost', 'further', 'advance', 'encourage', 'gain', 'elevate', 'progress', 'win', 'raise', 'upgrade', 'promote', 'contribute', 'sum', 'add']"
393,VERB," ['strain', 'discolor']","['color', 'gloss']"
394,VERB," ['carry', 'necessitate', 'acquire', 'require', 'submit', 'demand', 'deal', 'hire', 'adopt', 'conduct', 'subscribe', 'claim', 'contract', 'ask', 'involve', 'strike', 'engage']"," ['waive', 'forfeit', 'disclaim']"
395,VERB," ['proceed', 'stomach', 'last', 'prevail', 'endure', 'stand', 'support', 'suffer', 'survive', 'persist', 'live', 'bear', 'weather']","['yield', 'succumb', 'expire', 'die', 'fail', 'break', 'choke']"
396,VERB,"['assert', 'support', 'endorse', 'entrust', 'hope', 'trust', 'confide', 'swear', 'rely', 'commit', 'affirm']"," ['suspect', 'mistrust']"
397,VERB," ['recover', 'deduct', 'recoup', 'descend', 'reimburse', 'derive', 'withhold', 'subtract']"," ['supply', 'add', 'tally', 'sum', 'total', 'contribute', 'impart', 'bring', 'lend']"
398,VERB," ['love', 'delight', 'enjoy', 'revel', 'please', 'savor']"," ['bear', 'endure', 'lose', 'ache', 'hurt', 'suffer', 'tolerate']"
399,VERB," ['conclude', 'resolve', 'close', 'fold', 'shut']"," ['open', 'spread', 'unfold']"
400,VERB," ['tie', 'guide', 'line', 'associate', 'connect', 'sequester', 'bond', 'string', 'join', 'link', 'pair', 'attach', 'bind', 'bandage', 'oblige', 'unite', 'couple']"," ['disconnect', 'unplug']"
401,VERB," ['rest', 'persist', 'detain', 'appease', 'retain', 'remain', 'reside', 'preserve', 'continue', 'uphold', 'prevail', 'stay', 'endure', 'lie', 'keep']"," ['shift', 'change', 'vary', 'transfer', 'modify', 'convert', 'commute', 'switch', 'alter']"
402,VERB,"['restrain', 'bump', 'dampen', 'assault', 'blow', 'attack', 'smash', 'hurt', 'cross', 'breach', 'collapse', 'foil', 'frustrate', 'spite', 'pause', 'weaken', 'wound', 'scotch', 'spoil', 'corrupt', 'fracture', 'discontinue', 'die', 'bust', 'crack', 'thwart', 'violate', 'fail', 'split', 'mishandle', 'stop', 'burst', 'offend', 'founder', 'appal', 'rape', 'soften', 'damp', 'ruin', 'injure', 'wear', 'relegate', 'break', 'interrupt', 'shock', 'impair']","['retain', 'sustain', 'continue', 'save', 'prevent', 'preserve', 'maintain', 'observe', 'hold', 'keep', 'proceed', 'develop', 'baby', 'round']"
403,VERB," ['accommodate', 'condition', 'prevail', 'determine', 'assure', 'hold', 'declare', 'deem', 'fit', 'bind', 'accord', 'agree', 'grant', 'obligate']","['disagree', 'dissent', 'differ', 'oppose', 'rival', 'withstand']"
404,VERB,"['mistrust', 'suspect']","['swear', 'rely', 'believe', 'trust', 'desire', 'confide', 'hope', 'bank', 'entrust', 'commit']"
405,VERB, ['hate']," ['jazz', 'bed', 'know', 'bang', 'screw', 'enjoy', 'love']"
406,VERB," ['relax', 'abate', 'slow', 'slack', 'slacken']"," ['speed', 'accelerate']"
407,VERB," ['devalue', 'undervalue', 'underestimate']"," ['appreciate', 'prize', 'apprise', 'value', 'overvalue']"
408,VERB," ['unfold', 'endeavor', 'attempt', 'achieve', 'widen', 'run', 'extend', 'stress', 'permeate', 'carry', 'emphasize', 'flex', 'attain', 'deform', 'reach', 'gain', 'touch', 'turn', 'sample', 'taste', 'expand', 'hit', 'strive', 'examine', 'essay', 'test', 'trickle', 'hand', 'give', 'offer', 'try', 'go', 'tense', 'contact', 'accomplish', 'make', 'pass', 'strain', 'cover', 'continue', 'render', 'filter', 'distort', 'twist', 'lead', 'judge', 'broaden', 'stretch', 'prolong', 'hear', 'seek', 'prove']"," ['loose', 'relax', 'slack', 'loosen', 'slacken']"
409,VERB," ['bump', 'dip', 'obtain', 'engulf', 'see', 'ground', 'constitute', 'happen', 'witness', 'regain', 'plunge', 'plunk', 'build', 'demonstrate', 'launch', 'absorb', 'show', 'retrieve', 'give', 'rule', 'recover', 'receive', 'establish', 'chance', 'found', 'feel', 'institute', 'incur', 'steep', 'determine', 'plant', 'make', 'dive', 'discover', 'detect', 'find', 'observe', 'dump', 'instal', 'notice', 'get', 'base', 'prove']", ['abolish']
410,VERB," ['worry', 'manage', 'like', 'deal', 'care', 'handle', 'bid', 'wish']", ['dislike']
411,VERB," ['assign', 'shorten', 'squeeze', 'set', 'abridge', 'take', 'condition', 'determine', 'intend', 'specialize', 'concentrate', 'contract', 'shrink', 'narrow', 'limit', 'fix', 'cut', 'define', 'designate', 'undertake', 'specify', 'compact', 'reduce', 'press', 'qualify', 'sign', 'get', 'compress']"," ['widen', 'broaden', 'extend', 'diversify']"
412,VERB," ['write', 'spell', 'import']", ['export']
413,VERB, ['wholesale'], ['retail']
414,VERB, ['enable']," ['disable', 'handicap']"
415,VERB," ['rally', 'spring', 'form', 'bounce', 'rebound', 'leap', 'jump']"," ['net', 'sack', 'authorize', 'top', 'earn', 'solve', 'gain', 'exonerate', 'realize', 'clear', 'pass', 'discharge', 'acquit', 'illuminate', 'make']"
416,VERB," ['degenerate', 'except', 'exclude', 'fell', 'dismiss', 'run', 'dominate', 'flatten', 'overlook', 'swing', 'shed', 'discharge', 'drop', 'elude', 'escape', 'cast', 'unload', 'fail', 'lose', 'neglect', 'ignore', 'command', 'spend', 'miss', 'recede', 'disregard', 'sink', 'omit', 'dangle', 'deteriorate', 'lack']"," ['let', 'give', 'score', 'get', 'reach', 'accept', 'take', 'assist', 'birth', 'see', 'cause', 'sustain', 'receive', 'bear', 'attend', 'have', 'hit', 'experience', 'throw', 'feature','make', 'serve', 'remove', 'suffer', 'dispatch', 'attain', 'deliver', 'gain', 'look', 'strike', 'possess', 'tally', 'stimulate', 'induce', 'stumble', 'consume', 'hold']"
417,VERB," ['save', 'exempt', 'salvage', 'liberate', 'apologize', 'relieve', 'preserve', 'silence', 'excuse', 'relinquish', 'discharge', 'loose', 'lighten', 'keep', 'rid', 'release', 'economize', 'still', 'remedy', 'quiet', 'allay', 'amend', 'pardon', 'resign', 'redeem', 'explain', 'free', 'repair', 'hush', 'justify', 'calm', 'alleviate', 'ease', 'spare']"," ['implement', 'enforce', 'impose', 'apply']"
418,VERB," ['aggravate', 'worsen', 'exacerbate', 'decline']"," ['amend', 'better', 'improve']"
419,VERB," ['speed', 'race', 'induce', 'hasten', 'run', 'hurry', 'rush', 'accelerate', 'expedite', 'stimulate', 'zip']"," ['hover', 'linger', 'lurk']"
420,VERB," ['disappear', 'flow', 'hang', 'decrease', 'come', 'descend', 'melt', 'fell', 'diminish', 'flee', 'lessen', 'strike', 'pass', 'fall', 'settle', 'precipitate', 'return', 'drop', 'accrue', 'evaporate', 'fly', 'vanish', 'wing']"," ['appear', 'look', 'seem']"
421,VERB, ['walk']," ['rally', 'mount', 'drive', 'ride', 'bait', 'sit']"
422,VERB," ['heat', 'wake', 'arouse']"," ['cool', 'chill']"
423,VERB," ['prohibit', 'forbid', 'veto', 'proscribe', 'preclude', 'negative', 'prevent']"," ['let', 'earmark', 'countenance', 'allow', 'reserve', 'permit', 'admit', 'provide', 'leave', 'grant', 'tolerate', 'appropriate']"
