Index,Type,Synonyms,Antonyms
424,VERB," ['match', 'realize', 'mark', 'condition', 'visit', 'witness', 'secure', 'tell', 'visualize', 'fancy', 'fix', 'watch', 'look', 'predict', 'examine', 'warrant', 'project', 'date', 'curb', 'moderate', 'reassure', 'meet', 'master', 'learn', 'tick', 'contain', 'correspond', 'command', 'determine', 'call', 'promise', 'evidence', 'regard', 'picture', 'assure', 'reckon', 'hold', 'tally', 'break', 'image', 'fit', 'order', 'enjoin', 'manipulate', 'attend', 'underwrite', 'see', 'consider', 'state', 'control', 'recite', 'figure', 'separate', 'construe', 'undertake', 'operate', 'delay', 'arrest', 'crack', 'guarantee', 'experience', 'agree', 'stop', 'check', 'discipline', 'insure', 'interpret', 'understand', 'plug', 'catch', 'cover', 'discover', 'find', 'distinguish', 'train', 'anticipate', 'envision', 'view', 'hear', 'say', 'ensure']"," ['occupy', 'worry', 'care', 'concern', 'interest']"
425,VERB," ['unfold', 'dilute', 'blossom', 'go', 'widen', 'open', 'extend', 'carry', 'pass', 'prolong', 'strain', 'cover', 'expand', 'continue', 'thin', 'lead', 'broaden', 'stretch', 'laden', 'charge', 'load', 'spread']"," ['shrink', 'shrivel', 'wither', 'contract', 'reduce', 'cut', 'reduce']"
426,VERB," ['stir', 'steer', 'rupture', 'spud', 'guide', 'excite', 'fool', 'put', 'nominate', 'station', 'maneuver', 'blame', 'file', 'target', 'photograph', 'transmit', 'hit', 'orient', 'dissipate', 'blast', 'laden', 'show', 'stimulate', 'ship', 'snap', 'give', 'hitch', 'dilute', 'head', 'dash', 'post', 'shoot', 'mail', 'energize', 'send', 'practice', 'entrust', 'invest', 'trust', 'sex', 'commit', 'register', 'name', 'shake', 'signal', 'appoint', 'bill', 'take', 'constitute', 'level', 'arouse', 'dedicate', 'air', 'saddle', 'designate', 'pick', 'burden', 'charge', 'bust', 'load', 'transport', 'direct', 'jerk', 'weight', 'devote', 'indicate', 'point', 'tear', 'aim', 'pull', 'buck', 'place', 'broadcast', 'film', 'even', 'taper', 'confide', 'fault', 'inject', 'stretch', 'dismantle', 'flash', 'accuse']"," ['clear', 'still', 'steady', 'sedate', 'empty', 'exhaust', 'dispatch', 'release', 'unload', 'exonerate', 'quiet', 'drop', 'calm', 'free', 'discharge', 'acquit'']"
427,VERB," ['fence', 'maintain', 'struggle', 'consider', 'exercise', 'share', 'trade', 'wield', 'do', 'administer', 'take', 'debate', 'arrange', 'handle', 'distribute', 'argue', 'perform', 'treat', 'contend', 'palm', 'worry', 'manage', 'like', 'deal', 'sell', 'supervise', 'dispense', 'cope', 'execute', 'conduct', 'oversee', 'answer', 'grip', 'cause', 'compete', 'serve', 'come', 'grapple', 'monitor', 'set', 'care', 'fare', 'contest', 'make', 'lot', 'practice', 'cover', 'act', 'finagle', 'suffice', 'address', 'vie', 'fight', 'wish', 'dress', 'behave']"," ['fail', 'break', 'bomb', 'die', 'go', 'neglect']"
428,VERB," ['advance', 'earn', 'benefit', 'realize', 'clear', 'profit', 'hit', 'derive', 'win', 'gather', 'acquire', 'attain', 'gain', 'reach', 'make']"," ['lose', 'recede', 'suffer', 'miss']"
429,VERB," ['accede', 'see', 'embark', 'premise', 'submit', 'visualize', 'figure', 'fancy', 'enter', 'bow', 'register', 'record', 'introduce', 'enclose', 'project', 'show', 'calculate', 'tuck', 'ship', 'levy', 'compute', 'forecast', 'defer', 'venture', 'picture', 'recruit', 'reckon', 'read', 'innovate', 'image', 'envision', 'raise', 'present', 'insert', 'precede', 'participate', 'estimate']"," ['die', 'go', 'pass', 'exit', 'expire', 'leave', 'choke']"
430,VERB," ['sort', 'branch', 'split', 'divide', 'fraction', 'depart', 'burst', 'part', 'classify', 'tell'', 'separate', 'class', 'distinguish', 'break', 'discriminate']"," ['unify', 'breed', 'unite', 'combine', 'merge', 'link', 'connect', 'multiply', 'reproduce', 'join']"
431,VERB," ['outline', 'draft', 'sketch', 'blueprint']"," ['empty', 'exhaust', 'dispatch', 'release', 'unload', 'fire', 'exonerate', 'drop', 'complete', 'clear', 'free', 'discharge', 'acquit']"
432,VERB," ['situate', 'deposit', 'ready', 'pay', 'improve', 'revive', 'secure', 'limit', 'relieve', 'fix', 'define', 'get', 'specify', 'restore', 'refurbish', 'set', 'remedy', 'resurrect', 'amend', 'determine', 'cook', 'doctor', 'reinstate', 'bushel', 'renovate', 'right', 'correct', 'make', 'cover', 'repair', 'sterilize', 'prepare', 'sophisticate', 'reestablish', 'compensate', 'resort', 'redress']"," ['give', 'bankrupt', 'collapse', 'split', 'reveal', 'break', 'pause', 'violate', 'develop', 'discover', 'part', 'disclose', 'better', 'relegate', 'breach', 'offend', 'dampen', 'founder', 'bust', 'stop', 'soften', 'separate', 'check', 'expose', 'damp', 'crack', 'smash', 'interrupt', 'fail', 'fracture', 'weaken', 'wear', 'die', 'bump', 'burst', 'go', 'discontinue', 'ruin']"
433,VERB," ['throw', 'cause', 'have', 'gas', 'brag', 'receive', 'induce', 'blow', 'suffer', 'romp', 'experience', 'feature', 'take', 'boast', 'own', 'stimulate', 'deliver', 'make', 'hold', 'tout', 'possess', 'bear', 'birth', 'get', 'sport', 'consume', 'sustain', 'give', 'accept', 'let']"," ['lack', 'miss']"
434,VERB," ['release', 'forfeit', 'quit', 'free', 'relinquish', 'waive', 'resign', 'renounce']"," ['take', 'claim', 'exact']"
435,VERB," ['confine', 'match', 'see', 'mark', 'rest', 'stick', 'control', 'condition', 'watch', 'remain', 'delay', 'curb', 'moderate', 'arrest', 'crack', 'learn', 'tick', 'contain', 'correspond', 'agree', 'stop', 'determine', 'check', 'persist', 'discipline', 'insure', 'assure', 'appease', 'hold', 'tally', 'continue', 'ensure', 'train', 'stay', 'break', 'detain', 'fit']"," ['race', 'hurry', 'rush', 'stimulate', 'induce', 'hasten', 'speed']"
436,VERB," ['have', 'feed', 'pay', 'countenance', 'appropriate', 'collapse', 'provide', 'permit', 'dedicate', 'reach', 'generate', 'succumb', 'deliver', 'confess', 'allow', 'return', 'get', 'admit', 'earmark', 'award', 'hand', 'give', 'apply', 'throw', 'gift', 'leave', 'lease', 'establish', 'accord', 'devote', 'agree', 'contribute', 'open', 'reserve', 'rent', 'founder', 'soften', 'profess', 'hold', 'yield', 'make', 'sacrifice', 'pass', 'cede', 'concede', 'render', 'commit', 'grant', 'impart', 'break', 'present', 'tolerate', 'afford', 'surrender', 'bear', 'let']"," ['deny', 'prevent', 'proscribe', 'forbid', 'refuse', 'preclude', 'veto', 'prohibit']"
437,VERB," ['save', 'maintain', 'wield', 'defend', 'extend', 'proceed', 'retain', 'hold', 'remain', 'conserve', 'preserve', 'assert', 'cover', 'continue', 'observe', 'uphold', 'stay', 'sustain', 'keep']"," ['break', 'cease', 'stop', 'discontinue', 'quit']"
438,VERB," ['hamper', 'dull', 'subdue', 'dampen', 'go', 'wash', 'soften', 'pass', 'damp', 'expire', 'fret', 'weaken', 'stifle', 'reduce', 'strangle', 'foul', 'break', 'suppress', 'exit', 'die', 'mute', 'choke', 'repress']"," ['rush', 'provoke', 'cause', 'stimulate', 'induce', 'excite', 'get', 'arouse', 'brace', 'have', 'energize', 'hasten', 'stir', 'shake', 'make']"
439,VERB," ['amass', 'meet', 'earn', 'assemble', 'compile', 'compose', 'accumulate', 'garner', 'conglomerate', 'gather', 'tuck', 'collect', 'gain']"," ['scatter', 'open', 'disseminate', 'circulate', 'broadcast', 'spread', 'distribute', 'unfold']"
440,VERB," ['rupture', 'draw', 'extract', 'guide', 'tie', 'squeeze', 'storm', 'line', 'run', 'put', 'attract', 'puff', 'drag', 'reap', 'dedicate', 'quarter', 'force', 'string', 'absorb', 'push', 'express', 'bust', 'charge', 'cast', 'pressure', 'give', 'withdraw', 'snap', 'excerpt', 'describe', 'rip', 'thrust', 'devote', 'tear', 'depict', 'shoot', 'pull', 'trace', 'make', 'send', 'pass', 'place', 'practice', 'buck', 'entrust', 'confide', 'trust', 'invest', 'commit', 'drive', 'get', 'appeal', 'impel']"," ['fight', 'crusade', 'crowd', 'press', 'labor', 'tug', 'campaign', 'advertise', 'promote']"
441,VERB," ['violate', 'round', 'assault', 'attack', 'polish', 'rape']"," ['defend', 'champion', 'oppose', 'guard', 'support', 'maintain', 'fight', 'represent', 'hold']"
442,VERB," ['dispatch', 'release', 'unload', 'realize', 'solve', 'clear', 'behave', 'carry', 'fire', 'gain', 'top', 'authorize', 'exonerate', 'make', 'pass', 'earn', 'net', 'complete', 'illuminate', 'free', 'sack', 'acquit', 'discharge', 'drop', 'empty', 'conduct', 'exhaust', 'bear']", ['convict']
443,VERB," ['protest', 'differ', 'disagree', 'dissent', 'resist']"," ['tally', 'correspond', 'rival', 'match', 'be', 'fit', 'equate', 'check', 'agree', 'touch', 'accord', 'equal', 'hold']"
444,VERB," ['brand', 'sponsor', 'support', 'mark', 'grass', 'patronize', 'shop', 'haunt', 'denounce', 'rat', 'patronage', 'frequent']", ['boycott']
445,VERB," ['release', 'relax', 'loosen', 'free', 'undo', 'slacken', 'loose', 'liberate', 'slack', 'unleash']"," ['tighten', 'stiffen', 'constrain']"
446,VERB," ['merge', 'unify', 'integrate', 'go', 'mix', 'compound', 'ruffle', 'incorporate', 'combine', 'aggregate', 'blend', 'swagger', 'unite']", ['segregate']
447,VERB," ['course', 'feed', 'guide', 'draw', 'melt', 'run', 'extend', 'carry', 'tend', 'function', 'operate', 'execute', 'prevail', 'endure', 'escape', 'bleed', 'flow', 'lean', 'hunt', 'go', 'incline', 'persist', 'ladder', 'campaign', 'ply', 'move', 'pass', 'work', 'range', 'play', 'race', 'unravel', 'lead']"," ['knot', 'tangle']"
448,VERB," ['poise', 'stabilize', 'calm', 'arouse', 'stimulate', 'brace', 'energize', 'steady']", ['destabilize']
449,VERB," ['obtain', 'tie', 'beat', 'stick', 'put', 'circumvent', 'devil', 'bewilder', 'generate', 'start', 'remain', 'fix', 'sustain', 'produce', 'throw',  'position', 'receive', 'suffer', 'tick', 'set', 'model', 'incur', 'gravel', 'irritate', 'scramble', 'contract', 'appease', 'cohere', 'make', 'shell', 'hold', 'continue', 'posture', 'present', 'drum', 'situate', 'exhaust', 'have', 'deposit', 'grow', 'develop', 'draw', 'sit', 'rest', 'take', 'capture', 'beget', 'arrive', 'acquire', 'bring', 'bond', 'lay', 'bother', 'delay', 'crush', 'annoy', 'become', 'attach', 'bind', 'arrest', 'fetch', 'bandage', 'oblige', 'experience', 'flap', 'pound', 'persist', 'aim', 'bank', 'place', 'catch', 'begin', 'find', 'drive', 'convey', 'stay', 'puzzle', 'pose', 'detain', 'obligate', 'let']"," ['motivate', 'impress', 'travel', 'affect', 'prompt', 'move', 'strike', 'displace', 'act', 'run', 'propel', 'proceed']"
450,VERB, ['exile'], ['repatriate']
451,VERB," ['unfold', 'offer', 'go', 'widen', 'run', 'extend', 'carry', 'diversify', 'pass', 'strain', 'cover', 'continue', 'expand', 'lead', 'broaden', 'stretch', 'prolong']"," ['narrow', 'specialize', 'specify']"
452,VERB," ['extrapolate', 'generalize']"," ['specialize', 'assign', 'set', 'qualify', 'specify', 'fix', 'limit', 'condition', 'define', 'narrow', 'determine', 'designate', 'intend']"
453,VERB, ['rehabilitate']," ['purge', 'cat', 'sick', 'scour', 'cast']"
454,VERB," ['complain', 'kick', 'plain']"," ['inspire', 'cheer', 'urge', 'exhort', 'hearten']"
455,VERB," ['cost', 'match', 'comply', 'equal', 'represent', 'appoint', 'succeed', 'constitute', 'be', 'follow', 'defend', 'nominate', 'rival', 'touch', 'watch', 'form', 'last', 'adopt', 'endure', 'establish', 'come', 'accompany', 'go', 'found', 'institute', 'correspond', 'experience', 'survive', 'know', 'inhabit', 'stage', 'interpret', 'plant', 'make', 'trace', 'equate', 'exist', 'map', 'survey', 'play', 'act', 'present', 'embody', 'observe', 'live', 'pursue', 'name']"," ['disagree', 'dissent', 'differ']"
456,VERB," ['advance', 'elevate', 'encourage', 'make', 'further', 'build', 'promote', 'upgrade', 'establish', 'win', 'construct', 'raise', 'boost', 'gain', 'progress']"," ['recede', 'retreat', 'lose', 'retire', 'withdraw']"
457,VERB, ['erase']," ['read', 'tape', 'record', 'enter', 'show', 'register']"
458,VERB," ['confine', 'maintain', 'halt', 'have', 'protest', 'obtain', 'accommodate', 'dissent', 'control', 'take', 'defend', 'carry', 'reject', 'refuse', 'restrain', 'withstand', 'admit', 'prevail', 'curb', 'fend', 'moderate', 'sustain', 'give', 'bind', 'keep', 'apply', 'throw', 'arrest', 'stand', 'book', 'balk', 'support', 'oblige', 'contain', 'agree', 'reserve', 'check', 'make', 'retain', 'hold', 'harbor', 'declare', 'resist', 'deem', 'nurse', 'obligate', 'bear', 'entertain', 'guard']"," ['surrender', 'deliver', 'cede']"
459,VERB," ['soar', 'tide', 'pant', 'gasp', 'heave', 'billow', 'balloon', 'puff', 'zoom', 'buckle', 'inflate', 'surge']", ['ebb']
460,VERB," ['sweep', 'span', 'embroil', 'entangle', 'swing', 'cart', 'draw', 'trail', 'tangle', 'drag', 'brush', 'cross', 'puff', 'knot', 'haul']"," ['unravel', 'run']"
461,VERB," ['misuse', 'outcry', 'step', 'call', 'promise', 'scream', 'predict', 'yell', 'shout', 'anticipate', 'bid', 'ring', 'abuse', 'name']", ['whisper']
462,VERB, ['desist']," ['deplete', 'devour', 'exhaust', 'have', 'eat', 'waste', 'take', 'squander', 'down', 'consume']"
463,VERB, ['sleep']," ['wake', 'heat', 'arouse']"
464,VERB," ['charter', 'guide', 'excite', 'follow', 'extend', 'rise', 'bewilder', 'quarter', 'score', 'confirm', 'rifle', 'start', 'secure', 'transmit', 'build', 'create', 'endure', 'collar', 'stimulate', 'throw', 'rule', 'hitch', 'induce', 'clear', 'hail', 'set', 'tick', 'fill', 'survive', 'scramble', 'energize', 'trace', 'repair', 'observe', 'tolerate', 'situate', 'nail', 'countenance', 'communicate', 'take', 'hurt', 'affirm', 'arise', 'turn', 'submit', 'regain', 'bother', 'become', 'arrest', 'lease', 'recover', 'experience', 'flap', 'contribute', 'check', 'point', 'aim', 'concentrate', 'possess', 'travel', 'pass', 'film', 'cut', 'ride', 'sterilize', 'lend', 'convey', 'stay', 'view', 'pose', 'motor', 'initiate', 'reap', 'stir', 'obtain', 'farm', 'squeeze', 'rush', 'drag', 'choose', 'attain', 'require', 'shrink', 'need', 'hit', 'hire', 'absorb', 'admit', 'express', 'purpose', 'sustain', 'produce', 'keep', 'cause', 'meet', 'amount', 'cop', 'come', 'learn', 'determine', 'pop', 'gravel', 'brace', 'contract', 'part', 'remove', 'make', 'captivate', 'work', 'play', 'read', 'digest', 'reduce', 'posture', 'assume', 'raise', 'break', 'modernize', 'consume', 'get', 'fit', 'have', 'see', 'do', 'constitute', 'capture', 'construct', 'arouse', 'appropriate', 'beget', 'necessitate', 'stomach', 'occupy', 'reach', 'bond', 'earn', 'expire', 'wreak', 'last', 'formulate', 'belong', 'retrieve', 'calculate', 'occur', 'bind', 'fetch', 'pound', 'feature', 'mature', 'depict', 'pull', 'jump', 'narrow', 'begin', 'find', 'charm', 'propose', 'derive', 'live', 'notice', 'mother', 'puzzle', 'prolong', 'choke', 'let', 'lay', 'maintain', 'tug', 'realize', 'entrance', 'ready', 'beat', 'run', 'stick', 'total', 'nominate', 'happen', 'devil', 'permit', 'function', 'generate', 'deliver', 'target', 'string', 'form', 'number', 'return', 'specify', 'restore', 'prevail', 'sign', 'cast', 'nurture', 'lose', 'position', 'receive', 'suffer', 'support', 'go', 'chance', 'sound', 'father', 'doctor', 'shoot', 'cohere', 'invite', 'labor', 'prepare', 'present', 'drum', 'bear', 'shake', 'grow', 'purport', 'line', 'win', 'puff', 'carry', 'arrive', 'acquire', 'welcome', 'define', 'operate', 'compact', 'annoy', 'die', 'subscribe', 'channel', 'establish', 'feel', 'move', 'bushel', 'place', 'aspire', 'involve', 'yield', 'birth', 'render', 'drive', 'grab', 'tie', 'evolve', 'suit', 'put', 'circumvent', 'proceed', 'gain', 'force', 'witness', 'watch', 'fix', 'seduce', 'deal', 'demand', 'conduct', 'accept', 'describe', 'model', 'institute', 'incur', 'contain', 'abridge', 'fare', 'know', 'irritate', 'study', 'shell', 'hold', 'ask', 'strike', 'engage', 'seize', 'exact', 'blend', 'educate', 'name', 'bump', 'halt', 'deposit', 'consider', 'develop', 'draw', 'sit', 'land', 'attract', 'own', 'add', 'ache', 'bring', 'limit', 'undertake', 'push', 'crush', 'adopt', 'pack', 'provoke', 'direct', 'compress', 'withdraw', 'claim', 'fail', 'stand', 'shorten', 'descend', 'crap', 'hasten', 'originate', 'cook', 'rent', 'catch', 'fall', 'discover', 'detect', 'train', 'press', 'select', 'exhaust']"," ['forget', 'give', 'allow', 'cease', 'stop', 'result', 'terminate', 'impart', 'entrust', 'provide', 'exit', 'finish', 'leave', 'will', 'lead', 'end', 'depart']"
465,VERB," ['consent', 'have', 'bear', 'admit', 'take', 'assume', 'swallow', 'accept']"," ['deny', 'reject', 'resist', 'refuse', 'decline']"
466,VERB," ['concern', 'care', 'take', 'fill', 'occupy', 'invade', 'touch', 'worry', 'refer', 'engage', 'reside', 'relate', 'busy', 'interest', 'absorb', 'pertain']"," ['carry', 'expect', 'contain', 'accept', 'birth', 'behave', 'stomach', 'bear', 'endure', 'have', 'pay', 'tire', 'support', 'conduct', 'assume', 'suffer', 'deliver', 'stand', 'acquit', 'tolerate', 'drill', 'bore', 'wear', 'yield', 'digest', 'hold']"
467,VERB," ['spotlight', 'highlight', 'foreground']"," ['downplay', 'background']"
468,VERB, ['dry'], ['wet']
469,VERB," ['wad', 'halt', 'hamper', 'parry', 'freeze', 'handicap', 'impede', 'stop', 'pile', 'stymie', 'forget', 'jam', 'mob', 'stuff', 'embarrass', 'deflect', 'crush', 'block', 'hinder', 'obstruct', 'cram', 'pack', 'bar']"," ['loose', 'exempt', 'liberate', 'relinquish', 'rid', 'release', 'justify', 'free', 'discharge', 'relieve', 'resign']"
470,VERB," ['cover', 'adjust', 'castigate', 'pay', 'repair', 'set', 'chasten', 'compensate', 'slump', 'decline', 'redress', 'right', 'discipline', 'correct']", ['wrong']
471,VERB, ['detach']," ['bind', 'attach', 'bond', 'tie', 'impound', 'confiscate', 'seize', 'sequester']"
472,VERB, ['discredit']," ['think', 'consider', 'believe', 'trust', 'conceive']"
473,VERB," ['save', 'deliver', 'maintain', 'conserve', 'economize', 'relieve', 'redeem', 'preserve', 'spare', 'husband', 'write', 'salvage', 'keep']"," ['desolate', 'blow', 'devastate', 'scourge', 'waste', 'languish', 'liquidate', 'squander', 'rot', 'consume']"
474,VERB," ['match', 'negate', 'react', 'oppose', 'pit', 'defend', 'contradict', 'fight']"," ['swear', 'sustain', 'assert', 'affirm', 'confirm', 'support']"
475,VERB, ['sweeten']," ['sour', 'turn', 'work']"
476,VERB, ['skew']," ['coordinate', 'array', 'adjust', 'align']"
477,VERB," ['enter', 'read', 'register', 'show', 'record', 'tape', 'write']", ['erase']
478,VERB, ['lengthen']," ['shorten', 'cut', 'abridge', 'contract', 'reduce']"
479,VERB, ['unlock']," ['engage', 'mesh', 'lock', 'operate']"
480,VERB," ['disqualify', 'unfit']"," ['characterize', 'qualify', 'specify', 'condition', 'modify', 'restrict', 'dispose']"
481,VERB," ['downgrade','critisize']"," ['advance', 'elevate', 'raise', 'upgrade', 'promote']"
482,VERB," ['fail', 'neglect', 'die', 'break', 'bomb', 'go', 'sink', 'choke', 'return', 'fade', 'eliminate', 'fall', 'expire']"," ['give', 'top', 'exceed', 'reach', 'exit', 'overhaul', 'authorize', 'surpass', 'extend', 'guide', 'communicate', 'elapse', 'happen', 'spend', 'occur', 'pass', 'lead', 'run', 'hand', 'draw', 'clear', 'lapse']"
483,VERB," ['even', 'deprive', 'rifle', 'bare', 'strip', 'level', 'point', 'foray', 'charge', 'clean', 'dismantle']"," ['provoke', 'rear', 'elevate', 'invoke', 'lift', 'recruit', 'meet', 'advance', 'tack', 'produce', 'enhance', 'farm', 'raise', 'prove', 'parent', 'grow', 'resurrect', 'arouse', 'gather', 'fire', 'heighten', 'stir', 'upgrade', 'conjure', 'piece', 'levy', 'nurture', 'assemble', 'erect', 'promote']"
484,VERB, ['dissatisfy']," ['satisfy', 'fill', 'fulfil', 'fulfill', 'meet']"
485,VERB," ['chill', 'cool']"," ['wake', 'heat']"
486,VERB, ['idle']," ['carry', 'prevail', 'exploit', 'forge', 'wreak', 'lick', 'act', 'influence', 'shape', 'operate', 'endure', 'turn', 'feed', 'escape', 'exercise', 'work', 'bring', 'extend', 'crop', 'bleed', 'lean', 'tend', 'ladder', 'make', 'guide', 'ply', 'play', 'function', 'sour', 'melt', 'move', 'solve', 'mold', 'pass', 'lead', 'run', 'campaign', 'unravel', 'process', 'race', 'form', 'course', 'flow', 'incline', 'draw', 'go', 'persist', 'execute', 'range', 'hunt']"
487,VERB, ['resent']," ['care', 'like', 'wish', 'bid']"
488,VERB," ['float', 'swim', 'drift', 'blow']"," ['settle', 'slump', 'sink', 'dip', 'drop', 'pass', 'lapse', 'bury']"
489,VERB," ['shake', 'cause', 'have', 'stir', 'invoke', 'induce', 'stabilize', 'excite', 'hasten', 'conjure', 'rush', 'arouse', 'brace', 'fire', 'wake', 'energize', 'steady', 'make', 'poise', 'get', 'sex', 'raise', 'charge', 'stimulate', 'provoke']"," ['calm', 'sedate',  'comfort']"
490,VERB, ['demilitarize'], ['arm']
491,VERB," ['down', 'expand', 'complicate', 'refine', 'elaborate', 'polish']"," ['simplify', 'facilitate']"
492,VERB," ['release', 'rid', 'relax', 'exempt', 'issue', 'liberate', 'resign', 'turn', 'relieve', 'loosen', 'free', 'relinquish', 'justify', 'discharge', 'loose', 'publish', 'exhaust', 'unleash']"," ['detain', 'restrain', 'confine', 'limit', 'enclose', 'restrict', 'hold']"
493,VERB, ['weep'], ['laugh']
494,VERB," ['ascend', 'grow', 'develop', 'rear', 'resurrect', 'originate', 'heighten', 'wax', 'rise', 'climb', 'lift', 'arise', 'jump', 'mount', 'surface', 'rebel', 'prove']"," ['descend', 'settle', 'pose', 'rig', 'do', 'correct', 'specify', 'place', 'adjust', 'prepare', 'put', 'lay', 'position', 'limit', 'fix', 'dress', 'mark', 'arrange', 'derive', 'ready', 'plant', 'set', 'fall', 'define', 'come', 'determine']"
495,VERB," ['pay', 'guide', 'run', 'extend', 'collapse', 'vary', 'permit', 'supply', 'generate', 'start', 'transmit', 'return', 'precede', 'admit', 'conduct', 'moderate', 'will', 'earmark', 'hand', 'give', 'apply', 'throw', 'quit', 'offer', 'gift', 'result', 'head', 'go', 'reserve', 'depart', 'part', 'furnish', 'make', 'hold', 'sacrifice', 'entrust', 'trust', 'sidetrack', 'commit', 'block', 'break', 'present', 'exit', 'tolerate', 'ensue', 'have', 'feed', 'bury', 'countenance', 'take', 'appropriate', 'carry', 'cater', 'add', 'bring', 'provide', 'dedicate', 'top', 'reach', 'expire', 'allow', 'die', 'direct', 'channel', 'leave', 'establish', 'chair', 'devote', 'contribute', 'open', 'forget', 'ply', 'founder', 'diverge', 'pass', 'yield', 'confide', 'render', 'lend', 'convey', 'lead', 'grant', 'impart', 'afford', 'choke', 'let']"," ['arrive', 'insert', 'get', 'accede', 'participate', 'embark', 'record', 'enter', 'figure', 'come', 'introduce', 'recruit']"
496,ADV," ['good', 'easy', 'better', 'substantially', 'comfortably', 'easily', 'considerably', 'well', 'best']"," ['poorly', 'gravely', 'ill', 'badly', 'seriously', 'severely', 'bad']"
497,ADV," ['rarely', 'seldom']"," ['often', 'frequently', 'much']"
498,ADV," ['downward', 'down']"," ['up', 'upward']"
499,ADV, ['never']," ['constantly', 'ever', 'always', 'invariably', 'forever']"
500,ADV," ['normally', 'usually', 'commonly', 'ordinarily']"," ['remarkably', 'unusually']"
501,ADV, ['more'], ['less']
502,ADV, ['there'], ['here']
503,ADV," ['large', 'big']", ['small']
504,ADV," ['alone', 'totally', 'wholly', 'exclusively', 'only', 'whole', 'all', 'completely', 'altogether', 'solely', 'entirely']"," ['partially', 'part', 'partly']"
505,ADV, ['privately'], ['publicly']
506,ADV," ['back', 'backward']"," ['forth', 'forward', 'before', 'beforehand', 'ahead']"
507,ADV, ['above']," ['beneath', 'under', 'below']"
508,ADV, ['improperly']," ['right', 'properly', 'decent']"
509,ADV, ['early']," ['deep', 'late', 'lately', 'recently']"
510,ADV," ['rapidly', 'readily', 'quick', 'promptly', 'quickly']"," ['slow', 'behind', 'soft', 'easily', 'easy', 'well', 'slowly']"
511,ADV," ['outright', 'directly', 'today', 'straight', 'instantly', 'immediately', 'nowadays', 'flat', 'now', 'direct']", ['indirectly']
512,ADV," ['most', 'about', 'near', 'close', 'roughly', 'some', 'virtually', 'around', 'nearly', 'closely', 'almost', 'approximately']", ['least']
513,ADV, ['explicitly'], ['implicitly']
514,ADV," ['regrettably', 'unfortunately']", ['fortunately']
515,ADV," ['inevitably', 'necessarily']", ['unnecessarily']
516,ADV," ['officially', 'formally']", ['unofficially']
517,ADV, ['hopefully'], ['hopelessly']
518,ADV," ['loosely', 'generally', 'broadly', 'mostly', 'largely']"," ['narrowly', 'specifically']"
519,ADV," ['properly', 'decent', 'powerful', 'right', 'mighty', 'flop']"," ['left', 'wrong', 'falsely', 'incorrectly', 'wrongly', 'improperly']"
520,ADV, ['successfully'], ['unsuccessfully']
521,ADV, ['inappropriately'], ['appropriately']
522,ADV," ['inside', 'within']"," ['outwardly', 'outside']"
523,ADV, ['artificially']," ['naturally', 'course']"
524,ADV," ['blithely', 'happily']", ['sadly']
525,ADV," ['quietly', 'quiet']"," ['loudly', 'loud']"
526,ADV, ['unexpectedly']," ['purposely', 'intentionally', 'deliberately']"
527,ADV, ['covertly'], ['overtly']
528,ADV, ['characteristically'], ['uncharacteristically']
529,ADV, ['unfairly']," ['fairly', 'middling', 'reasonably', 'fair', 'somewhat', 'moderately', 'clean', 'pretty']"
530,ADV," ['singly', 'separately', 'individually']", ['multiply']
